(2, 3, 7, 0)
(4, 4, 3, 0)
(4, 4, 3, 0)
(4, 4, 3, 0)
(4, 4, 3, 0)
(4, 4, 3, 0)
(4, 7, 1, 0)
(0, 6, 9, 0)
(0, 6, 9, 0)
(3, 8, 3, 0)
(8, 6, 1, 0)
(8, 7, 7, 0)
(6, 6, 2, 0)
(5, 4, 2, 0)
